Date,Zipcode,Pollutant,Avg Concentration (ug/m3),Daily Avg AQI,Daily Max AQI,AQI Category
2025-11-26,10010,Nitrogen Dioxide,36.65,18.1,32,Good
2025-11-26,10010,Sulphur Dioxide,9.23,5.1,7,Good
2025-11-26,10010,Carbon Monoxide,285.25,2.5,3,Good
2025-11-26,10010,Overall,,56.0,64,Moderate
2025-11-27,10010,PM2.5,5.73,53.0,61,Moderate
2025-11-27,10010,PM10,5.8,10.5,14,Good
2025-11-27,10010,Ozone,52.5,22.0,27,Good
2025-11-27,10010,Nitrogen Dioxide,16.08,8.0,13,Good
2025-11-27,10010,Sulphur Dioxide,6.03,3.2,5,Good
2025-11-27,10010,Carbon Monoxide,214.33,2.2,3,Good
2025-11-27,10010,Overall,,53.0,61,Moderate
2025-11-28,10010,PM2.5,3.94,26.6,32,Good
2025-11-28,10010,PM10,3.98,4.4,5,Good
2025-11-28,10010,Ozone,59.38,25.7,32,Good
2025-11-28,10010,Nitrogen Dioxide,14.02,6.9,11,Good
2025-11-28,10010,Sulphur Dioxide,4.83,2.7,4,Good
2025-11-28,10010,Carbon Monoxide,186.92,2.0,2,Good
2025-11-28,10010,Overall,,29.3,32,Good
2025-11-29,10010,PM2.5,9.25,25.1,46,Good
2025-11-29,10010,PM10,9.46,4.2,8,Good
2025-11-29,10010,Ozone,53.12,29.2,33,Good
2025-11-29,10010,Nitrogen Dioxide,25.97,12.8,37,Good
2025-11-29,10010,Sulphur Dioxide,4.02,2.2,5,Good
2025-11-29,10010,Carbon Monoxide,235.42,2.1,3,Good
2025-11-29,10010,Overall,,32.2,46,Good
2025-11-30,10010,PM2.5,15.94,62.8,69,Moderate
2025-11-30,10010,PM10,17.0,15.0,18,Good
2025-11-30,10010,Ozone,22.71,9.1,19,Good
2025-11-30,10010,Nitrogen Dioxide,50.56,24.9,37,Good
2025-11-30,10010,Sulphur Dioxide,7.17,3.9,5,Good
2025-11-30,10010,Carbon Monoxide,278.88,3.0,4,Good
2025-11-30,10010,Overall,,62.8,69,Moderate
2025-12-01,10010,PM2.5,7.17,46.1,63,Moderate
2025-12-01,10010,PM10,7.31,8.8,15,Good
2025-12-01,10010,Ozone,45.62,22.5,32,Good
2025-12-01,10010,Nitrogen Dioxide,25.52,12.5,35,Good
2025-12-01,10010,Sulphur Dioxide,4.87,2.7,5,Good
2025-12-01,10010,Carbon Monoxide,269.0,2.1,3,Good
2025-12-01,10010,Overall,,46.4,63,Moderate
2025-12-02,10010,PM2.5,19.62,62.1,74,Moderate
2025-12-02,10010,PM10,20.47,14.8,21,Good
2025-12-02,10010,Ozone,10.62,3.1,12,Good
2025-12-02,10010,Nitrogen Dioxide,55.1,27.2,34,Good
2025-12-02,10010,Sulphur Dioxide,7.06,3.9,6,Good
2025-12-02,10010,Carbon Monoxide,397.21,4.0,5,Good
2025-12-02,10010,Overall,,62.1,74,Moderate
2025-12-03,10010,PM2.5,9.63,50.8,70,Moderate
2025-12-03,10010,PM10,9.75,10.7,19,Good
2025-12-03,10010,Ozone,43.04,22.0,27,Good
2025-12-03,10010,Nitrogen Dioxide,32.01,15.8,39,Good
2025-12-03,10010,Sulphur Dioxide,6.21,3.4,6,Good
2025-12-03,10010,Carbon Monoxide,288.67,2.5,4,Good
2025-12-03,10010,Overall,,51.0,70,Moderate
2025-12-04,10010,PM2.5,11.62,61.2,67,Moderate
2025-12-04,10010,PM10,11.66,13.6,16,Good
2025-12-04,10010,Ozone,47.42,17.1,30,Good
2025-12-04,10010,Nitrogen Dioxide,27.35,13.5,31,Good
2025-12-04,10010,Sulphur Dioxide,8.05,4.3,8,Good
2025-12-04,10010,Carbon Monoxide,267.62,3.0,4,Good
2025-12-04,10010,Overall,,61.2,67,Moderate
2025-12-05,10010,PM2.5,7.41,32.3,55,Moderate
2025-12-05,10010,PM10,8.04,5.6,11,Good
2025-12-05,10010,Ozone,45.46,26.2,33,Good
2025-12-05,10010,Nitrogen Dioxide,32.43,15.9,35,Good
2025-12-05,10010,Sulphur Dioxide,5.71,3.1,5,Good
2025-12-05,10010,Carbon Monoxide,267.25,2.2,3,Good
2025-12-05,10010,Overall,,34.8,55,Moderate
2025-12-06,10010,PM2.5,21.65,61.8,74,Moderate
2025-12-06,10010,PM10,22.82,15.2,21,Good
2025-12-06,10010,Ozone,8.83,4.3,10,Good
2025-12-06,10010,Nitrogen Dioxide,58.3,28.6,35,Good
2025-12-06,10010,Sulphur Dioxide,12.58,6.9,8,Good
2025-12-06,10010,Carbon Monoxide,407.92,4.0,4,Good
2025-12-06,10010,Overall,,61.8,74,Moderate
2025-12-07,10010,PM2.5,19.46,71.2,74,Moderate
2025-12-07,10010,PM10,19.8,19.0,21,Good
2025-12-07,10010,Ozone,23.88,10.7,18,Good
2025-12-07,10010,Nitrogen Dioxide,42.09,20.6,31,Good
2025-12-07,10010,Sulphur Dioxide,9.53,5.2,8,Good
2025-12-07,10010,Carbon Monoxide,372.25,3.6,4,Good
2025-12-07,10010,Overall,,71.2,74,Moderate
2025-12-08,10010,PM2.5,6.91,60.5,71,Moderate
2025-12-08,10010,PM10,7.35,13.7,18,Good
2025-12-08,10010,Ozone,53.38,21.7,32,Good
2025-12-08,10010,Nitrogen Dioxide,21.43,10.5,23,Good
2025-12-08,10010,Sulphur Dioxide,4.79,2.6,7,Good
2025-12-08,10010,Carbon Monoxide,226.04,2.5,4,Good
2025-12-08,10010,Overall,,60.5,71,Moderate
2025-12-09,10010,PM2.5,9.08,38.7,50,Good
2025-12-09,10010,PM10,9.9,7.0,9,Good
2025-12-09,10010,Ozone,43.96,20.7,24,Good
2025-12-09,10010,Nitrogen Dioxide,33.59,16.4,27,Good
2025-12-09,10010,Sulphur Dioxide,7.21,3.9,6,Good
2025-12-09,10010,Carbon Monoxide,256.54,2.5,3,Good
2025-12-09,10010,Overall,,38.7,50,Good
2025-12-10,10010,PM2.5,11.84,52.8,55,Moderate
2025-12-10,10010,PM10,12.0,10.0,11,Good
2025-12-10,10010,Ozone,35.33,18.3,25,Good
2025-12-10,10010,Nitrogen Dioxide,29.57,14.5,23,Good
2025-12-10,10010,Sulphur Dioxide,9.84,5.4,7,Good
2025-12-10,10010,Carbon Monoxide,243.92,2.3,3,Good
2025-12-10,10010,Overall,,52.8,55,Moderate
2025-12-11,10010,PM2.5,4.57,45.4,56,Moderate
2025-12-11,10010,PM10,4.63,8.2,11,Good
2025-12-11,10010,Ozone,55.12,22.2,33,Good
2025-12-11,10010,Nitrogen Dioxide,15.78,7.7,18,Good
2025-12-11,10010,Sulphur Dioxide,4.17,2.2,5,Good
2025-12-11,10010,Carbon Monoxide,208.58,2.3,3,Good
2025-12-11,10010,Overall,,45.9,56,Moderate
2025-12-12,10010,PM2.5,5.35,21.0,28,Good
2025-12-12,10010,PM10,5.67,3.6,5,Good
2025-12-12,10010,Ozone,54.92,28.2,30,Good
2025-12-12,10010,Nitrogen Dioxide,21.62,10.6,27,Good
2025-12-12,10010,Sulphur Dioxide,4.49,2.3,5,Good
2025-12-12,10010,Carbon Monoxide,208.92,2.0,2,Good
2025-12-12,10010,Overall,,28.8,30,Good
2025-12-13,10010,PM2.5,20.4,54.1,70,Moderate
2025-12-13,10010,PM10,20.67,11.6,18,Good
2025-12-13,10010,Ozone,16.21,9.5,17,Good
2025-12-13,10010,Nitrogen Dioxide,48.08,23.7,31,Good
2025-12-13,10010,Sulphur Dioxide,13.18,7.1,9,Good
2025-12-13,10010,Carbon Monoxide,337.0,3.0,4,Good
2025-12-13,10010,Overall,,54.1,70,Moderate
2025-12-14,10010,PM2.5,19.66,79.7,86,Moderate
2025-12-14,10010,PM10,19.79,22.6,26,Good
2025-12-14,10010,Ozone,31.0,9.8,28,Good
2025-12-14,10010,Nitrogen Dioxide,34.56,17.0,27,Good
2025-12-14,10010,Sulphur Dioxide,7.67,4.1,9,Good
2025-12-14,10010,Carbon Monoxide,313.38,3.4,4,Good
2025-12-14,10010,Overall,,79.7,86,Moderate
2025-12-15,10010,PM2.5,6.3,39.6,70,Moderate
2025-12-15,10010,PM10,6.52,8.1,18,Good
2025-12-15,10010,Ozone,49.62,26.5,29,Good
2025-12-15,10010,Nitrogen Dioxide,23.4,11.5,30,Good
2025-12-15,10010,Sulphur Dioxide,3.0,1.8,3,Good
2025-12-15,10010,Carbon Monoxide,221.21,2.0,3,Good
2025-12-15,10010,Overall,,41.8,70,Moderate
2025-12-16,10010,PM2.5,22.94,56.2,75,Moderate
2025-12-16,10010,PM10,23.05,12.0,20,Good
2025-12-16,10010,Ozone,23.25,11.8,19,Good
2025-12-16,10010,Nitrogen Dioxide,48.39,23.8,36,Good
2025-12-16,10010,Sulphur Dioxide,11.81,6.5,10,Good
2025-12-16,10010,Carbon Monoxide,431.71,3.9,5,Good
2025-12-16,10010,Overall,,56.2,75,Moderate
2025-12-17,10010,PM2.5,21.79,81.1,85,Moderate
2025-12-17,10010,PM10,22.07,23.3,25,Good
2025-12-17,10010,Ozone,24.5,10.1,18,Good
2025-12-17,10010,Nitrogen Dioxide,46.88,23.0,33,Good
2025-12-17,10010,Sulphur Dioxide,8.38,4.5,7,Good
2025-12-17,10010,Carbon Monoxide,347.46,3.5,5,Good
2025-12-17,10010,Overall,,81.1,85,Moderate
2025-12-18,10010,PM2.5,20.99,72.6,75,Moderate
2025-12-18,10010,PM10,23.2,19.7,21,Good
2025-12-18,10010,Ozone,18.17,9.5,15,Good
2025-12-18,10010,Nitrogen Dioxide,55.1,27.2,37,Good
2025-12-18,10010,Sulphur Dioxide,6.75,3.7,8,Good
2025-12-18,10010,Carbon Monoxide,370.92,3.7,5,Good
2025-12-18,10010,Overall,,72.6,75,Moderate
2025-12-19,10010,PM2.5,6.4,59.5,73,Moderate
2025-12-19,10010,PM10,8.2,15.9,21,Good
2025-12-19,10010,Ozone,58.29,23.8,32,Good
2025-12-19,10010,Nitrogen Dioxide,18.95,9.5,28,Good
2025-12-19,10010,Sulphur Dioxide,3.98,2.1,4,Good
2025-12-19,10010,Carbon Monoxide,177.88,1.9,3,Good
2025-12-19,10010,Overall,,59.5,73,Moderate
2025-12-20,10010,PM2.5,8.73,28.0,47,Good
2025-12-20,10010,PM10,8.84,5.0,8,Good
2025-12-20,10010,Ozone,39.12,21.2,26,Good
2025-12-20,10010,Nitrogen Dioxide,28.69,14.1,31,Good
2025-12-20,10010,Sulphur Dioxide,5.95,3.2,6,Good
2025-12-20,10010,Carbon Monoxide,254.5,2.2,3,Good
2025-12-20,10010,Overall,,29.3,47,Good
2025-12-21,10010,PM2.5,5.86,48.2,52,Moderate
2025-12-21,10010,PM10,5.92,8.2,9,Good
2025-12-21,10010,Ozone,43.12,16.6,27,Good
2025-12-21,10010,Nitrogen Dioxide,23.1,11.4,21,Good
2025-12-21,10010,Sulphur Dioxide,6.51,3.6,7,Good
2025-12-21,10010,Carbon Monoxide,228.71,2.3,3,Good
2025-12-21,10010,Overall,,48.2,52,Moderate
2025-12-22,10010,PM2.5,7.65,31.6,41,Good
2025-12-22,10010,PM10,7.81,5.3,7,Good
2025-12-22,10010,Ozone,38.92,21.5,26,Good
2025-12-22,10010,Nitrogen Dioxide,29.07,14.3,30,Good
2025-12-22,10010,Sulphur Dioxide,5.92,3.3,7,Good
2025-12-22,10010,Carbon Monoxide,250.79,2.1,3,Good
2025-12-22,10010,Overall,,31.6,41,Good
2025-12-23,10010,PM2.5,17.88,56.1,66,Moderate
2025-12-23,10010,PM10,18.66,11.8,17,Good
2025-12-23,10010,Ozone,11.42,6.0,10,Good
2025-12-23,10010,Nitrogen Dioxide,54.1,26.6,36,Good
2025-12-23,10010,Sulphur Dioxide,11.81,6.4,8,Good
2025-12-23,10010,Carbon Monoxide,375.5,3.2,4,Good
2025-12-23,10010,Overall,,56.1,66,Moderate
2025-12-24,10010,PM2.5,10.91,62.5,69,Moderate
2025-12-24,10010,PM10,11.09,14.9,18,Good
2025-12-24,10010,Ozone,33.88,14.8,26,Good
2025-12-24,10010,Nitrogen Dioxide,27.67,13.7,30,Good
2025-12-24,10010,Sulphur Dioxide,4.9,2.8,6,Good
2025-12-24,10010,Carbon Monoxide,289.96,2.9,5,Good
2025-12-24,10010,Overall,,62.5,69,Moderate
2025-12-25,10010,PM2.5,16.59,63.7,70,Moderate
2025-12-25,10010,PM10,16.64,14.9,18,Good
2025-12-25,10010,Ozone,26.92,8.2,25,Good
2025-12-25,10010,Nitrogen Dioxide,37.91,18.7,30,Good
2025-12-25,10010,Sulphur Dioxide,7.98,4.3,6,Good
2025-12-25,10010,Carbon Monoxide,347.58,3.8,5,Good
2025-12-25,10010,Overall,,63.7,70,Moderate
2025-12-26,10010,PM2.5,6.18,39.2,64,Moderate
2025-12-26,10010,PM10,6.53,7.2,15,Good
2025-12-26,10010,Ozone,48.0,25.1,30,Good
2025-12-26,10010,Nitrogen Dioxide,28.38,14.0,25,Good
2025-12-26,10010,Sulphur Dioxide,5.27,2.9,5,Good
2025-12-26,10010,Carbon Monoxide,246.42,2.2,3,Good
2025-12-26,10010,Overall,,39.3,64,Moderate
2025-12-27,10010,PM2.5,12.97,45.8,56,Moderate
2025-12-27,10010,PM10,14.08,8.6,12,Good
2025-12-27,10010,Ozone,33.0,17.1,23,Good
2025-12-27,10010,Nitrogen Dioxide,38.5,18.9,33,Good
2025-12-27,10010,Sulphur Dioxide,4.65,2.5,4,Good
2025-12-27,10010,Carbon Monoxide,312.62,2.8,4,Good
2025-12-27,10010,Overall,,45.8,56,Moderate
2025-12-28,10010,PM2.5,23.61,70.7,80,Moderate
2025-12-28,10010,PM10,24.1,19.0,23,Good
2025-12-28,10010,Ozone,8.12,3.6,9,Good
2025-12-28,10010,Nitrogen Dioxide,53.32,26.3,31,Good
2025-12-28,10010,Sulphur Dioxide,7.21,3.9,6,Good
2025-12-28,10010,Carbon Monoxide,528.08,5.1,7,Good
2025-12-28,10010,Overall,,70.7,80,Moderate
2025-12-29,10010,PM2.5,9.76,66.0,78,Moderate
2025-12-29,10010,PM10,10.12,16.3,22,Good
2025-12-29,10010,Ozone,34.17,12.5,23,Good
2025-12-29,10010,Nitrogen Dioxide,26.19,12.9,23,Good
2025-12-29,10010,Sulphur Dioxide,5.83,3.0,4,Good
2025-12-29,10010,Carbon Monoxide,227.21,2.4,5,Good
2025-12-29,10010,Overall,,66.0,78,Moderate
2025-12-30,10010,PM2.5,2.83,31.0,51,Moderate
2025-12-30,10010,PM10,2.95,5.4,9,Good
2025-12-30,10010,Ozone,67.17,29.5,34,Good
2025-12-30,10010,Nitrogen Dioxide,11.12,5.4,9,Good
2025-12-30,10010,Sulphur Dioxide,2.6,1.4,2,Good
2025-12-30,10010,Carbon Monoxide,181.38,2.0,2,Good
2025-12-30,10010,Overall,,38.0,51,Moderate
2025-12-31,10010,PM2.5,5.99,19.0,31,Good
2025-12-31,10010,PM10,6.17,3.4,5,Good
2025-12-31,10010,Ozone,52.62,27.8,31,Good
2025-12-31,10010,Nitrogen Dioxide,22.7,11.2,25,Good
2025-12-31,10010,Sulphur Dioxide,6.8,3.8,7,Good
2025-12-31,10010,Carbon Monoxide,214.71,2.0,2,Good
2025-12-31,10010,Overall,,28.8,31,Good
2026-01-01,10010,PM2.5,9.58,48.9,53,Moderate
2026-01-01,10010,PM10,10.25,8.7,10,Good
2026-01-01,10010,Ozone,51.88,23.2,35,Good
2026-01-01,10010,Nitrogen Dioxide,22.25,10.9,33,Good
2026-01-01,10010,Sulphur Dioxide,6.02,3.3,7,Good
2026-01-01,10010,Carbon Monoxide,211.92,2.1,3,Good
2026-01-01,10010,Overall,,48.9,53,Moderate
2026-01-02,10010,PM2.5,9.64,49.4,51,Moderate
2026-01-02,10010,PM10,10.27,9.0,10,Good
2026-01-02,10010,Ozone,44.08,21.7,29,Good
2026-01-02,10010,Nitrogen Dioxide,33.35,16.4,31,Good
2026-01-02,10010,Sulphur Dioxide,7.88,4.2,7,Good
2026-01-02,10010,Carbon Monoxide,254.12,2.2,3,Good
2026-01-02,10010,Overall,,49.4,51,Moderate
2026-01-03,10010,PM2.5,10.93,48.5,52,Moderate
2026-01-03,10010,PM10,11.11,8.3,10,Good
2026-01-03,10010,Ozone,46.75,22.5,31,Good
2026-01-03,10010,Nitrogen Dioxide,35.93,17.7,41,Good
2026-01-03,10010,Sulphur Dioxide,5.49,3.0,7,Good
2026-01-03,10010,Carbon Monoxide,298.46,2.3,4,Good
2026-01-03,10010,Overall,,48.5,52,Moderate
2026-01-04,10010,PM2.5,15.98,62.8,66,Moderate
2026-01-04,10010,PM10,16.23,14.6,16,Good
2026-01-04,10010,Ozone,30.71,13.4,28,Good
2026-01-04,10010,Nitrogen Dioxide,47.47,23.4,41,Good
2026-01-04,10010,Sulphur Dioxide,6.22,3.4,6,Good
2026-01-04,10010,Carbon Monoxide,362.42,3.9,6,Good
2026-01-04,10010,Overall,,62.8,66,Moderate
2026-01-05,10010,PM2.5,14.49,60.4,63,Moderate
2026-01-05,10010,PM10,14.97,13.5,15,Good
2026-01-05,10010,Ozone,26.21,12.4,16,Good
2026-01-05,10010,Nitrogen Dioxide,46.69,23.0,33,Good
2026-01-05,10010,Sulphur Dioxide,7.49,4.1,6,Good
2026-01-05,10010,Carbon Monoxide,299.08,3.0,4,Good
2026-01-05,10010,Overall,,60.4,63,Moderate
2026-01-06,10010,PM2.5,33.11,75.8,95,Moderate
2026-01-06,10010,PM10,34.43,21.4,31,Good
2026-01-06,10010,Ozone,8.21,5.2,11,Good
2026-01-06,10010,Nitrogen Dioxide,51.85,25.7,28,Good
2026-01-06,10010,Sulphur Dioxide,12.32,6.7,11,Good
2026-01-06,10010,Carbon Monoxide,499.67,4.6,7,Good
2026-01-06,10010,Overall,,75.8,95,Moderate
2026-01-07,10010,PM2.5,17.24,86.6,99,Moderate
2026-01-07,10010,PM10,18.86,27.7,33,Good
2026-01-07,10010,Ozone,13.67,5.5,14,Good
2026-01-07,10010,Nitrogen Dioxide,36.15,17.8,26,Good
2026-01-07,10010,Sulphur Dioxide,8.25,4.5,6,Good
2026-01-07,10010,Carbon Monoxide,361.04,3.7,4,Good
2026-01-07,10010,Overall,,86.6,99,Moderate
2026-01-08,10010,PM2.5,23.0,59.3,72,Moderate
2026-01-08,10010,PM10,23.18,13.1,19,Good
2026-01-08,10010,Ozone,13.29,6.9,14,Good
2026-01-08,10010,Nitrogen Dioxide,35.61,17.7,27,Good
2026-01-08,10010,Sulphur Dioxide,9.35,5.1,14,Good
2026-01-08,10010,Carbon Monoxide,625.5,4.0,9,Good
2026-01-08,10010,Overall,,59.3,72,Moderate
2026-01-09,10010,PM2.5,19.91,87.2,93,Moderate
2026-01-09,10010,PM10,21.15,26.7,29,Good
2026-01-09,10010,Ozone,16.21,6.3,17,Good
2026-01-09,10010,Nitrogen Dioxide,45.23,22.3,28,Good
2026-01-09,10010,Sulphur Dioxide,9.85,5.4,13,Good
2026-01-09,10010,Carbon Monoxide,518.71,7.2,16,Good
2026-01-09,10010,Overall,,87.2,93,Moderate
2026-01-10,10010,PM2.5,8.52,54.1,71,Moderate
2026-01-10,10010,PM10,8.75,10.8,19,Good
2026-01-10,10010,Ozone,13.08,7.5,12,Good
2026-01-10,10010,Nitrogen Dioxide,41.18,20.2,26,Good
2026-01-10,10010,Sulphur Dioxide,6.51,3.6,5,Good
2026-01-10,10010,Carbon Monoxide,365.75,3.5,4,Good
2026-01-10,10010,Overall,,54.1,71,Moderate
2026-01-11,10010,PM2.5,6.08,40.7,47,Good
2026-01-11,10010,PM10,6.38,6.9,8,Good
2026-01-11,10010,Ozone,31.25,10.2,25,Good
2026-01-11,10010,Nitrogen Dioxide,28.58,14.2,26,Good
2026-01-11,10010,Sulphur Dioxide,5.79,3.2,5,Good
2026-01-11,10010,Carbon Monoxide,276.88,2.9,4,Good
2026-01-11,10010,Overall,,40.7,47,Good
2026-01-12,10010,PM2.5,5.49,25.5,34,Good
2026-01-12,10010,PM10,5.55,4.4,6,Good
2026-01-12,10010,Ozone,46.25,24.6,29,Good
2026-01-12,10010,Nitrogen Dioxide,23.18,11.4,26,Good
2026-01-12,10010,Sulphur Dioxide,6.9,3.8,7,Good
2026-01-12,10010,Carbon Monoxide,238.08,2.1,3,Good
2026-01-12,10010,Overall,,27.2,34,Good
2026-01-13,10010,PM2.5,11.03,48.5,55,Moderate
2026-01-13,10010,PM10,11.22,8.7,11,Good
2026-01-13,10010,Ozone,20.0,8.9,13,Good
2026-01-13,10010,Nitrogen Dioxide,39.57,19.5,27,Good
2026-01-13,10010,Sulphur Dioxide,17.17,9.5,14,Good
2026-01-13,10010,Carbon Monoxide,306.33,3.0,3,Good
2026-01-13,10010,Overall,,48.5,55,Moderate
2026-01-14,10010,PM2.5,14.95,53.9,61,Moderate
2026-01-14,10010,PM10,15.38,10.2,14,Good
2026-01-14,10010,Ozone,17.25,9.4,19,Good
2026-01-14,10010,Nitrogen Dioxide,49.17,24.2,33,Good
2026-01-14,10010,Sulphur Dioxide,11.85,6.5,9,Good
2026-01-14,10010,Carbon Monoxide,362.88,3.2,5,Good
2026-01-14,10010,Overall,,53.9,61,Moderate
2026-01-15,10010,PM2.5,11.07,62.7,68,Moderate
2026-01-15,10010,PM10,11.11,14.5,17,Good
2026-01-15,10010,Ozone,31.33,10.8,25,Good
2026-01-15,10010,Nitrogen Dioxide,29.04,14.3,28,Good
2026-01-15,10010,Sulphur Dioxide,7.38,4.2,7,Good
2026-01-15,10010,Carbon Monoxide,253.38,2.9,5,Good
2026-01-15,10010,Overall,,62.7,68,Moderate
2026-01-16,10010,PM2.5,7.08,37.4,54,Moderate
2026-01-16,10010,PM10,7.15,6.4,10,Good
2026-01-16,10010,Ozone,51.0,25.7,30,Good
2026-01-16,10010,Nitrogen Dioxide,21.05,10.4,28,Good
2026-01-16,10010,Sulphur Dioxide,5.26,2.8,6,Good
2026-01-16,10010,Carbon Monoxide,218.5,2.0,3,Good
2026-01-16,10010,Overall,,37.7,54,Moderate
2026-01-17,10010,PM2.5,14.16,51.3,59,Moderate
2026-01-17,10010,PM10,14.42,9.6,13,Good
2026-01-17,10010,Ozone,18.42,10.0,15,Good
2026-01-17,10010,Nitrogen Dioxide,44.67,21.9,28,Good
2026-01-17,10010,Sulphur Dioxide,9.98,5.5,6,Good
2026-01-17,10010,Carbon Monoxide,299.54,2.7,4,Good
2026-01-17,10010,Overall,,51.3,59,Moderate
2026-01-18,10010,PM2.5,31.89,80.8,95,Moderate
2026-01-18,10010,PM10,32.82,23.6,31,Good
2026-01-18,10010,Ozone,5.5,1.8,5,Good
2026-01-18,10010,Nitrogen Dioxide,56.07,27.6,34,Good
2026-01-18,10010,Sulphur Dioxide,13.58,7.4,11,Good
2026-01-18,10010,Carbon Monoxide,467.25,4.4,5,Good
2026-01-18,10010,Overall,,80.8,95,Moderate
2026-01-19,10010,PM2.5,14.04,72.5,93,Moderate
2026-01-19,10010,PM10,14.26,19.4,30,Good
2026-01-19,10010,Ozone,37.29,17.4,22,Good
2026-01-19,10010,Nitrogen Dioxide,31.86,15.7,31,Good
2026-01-19,10010,Sulphur Dioxide,7.17,4.0,8,Good
2026-01-19,10010,Carbon Monoxide,288.38,3.2,4,Good
2026-01-19,10010,Overall,,72.5,93,Moderate
2026-01-20,10010,PM2.5,9.09,55.5,60,Moderate
2026-01-20,10010,PM10,9.33,11.0,13,Good
2026-01-20,10010,Ozone,44.79,20.2,27,Good
2026-01-20,10010,Nitrogen Dioxide,25.62,12.6,29,Good
2026-01-20,10010,Sulphur Dioxide,4.85,2.8,4,Good
2026-01-20,10010,Carbon Monoxide,253.21,2.3,3,Good
2026-01-20,10010,Overall,,55.5,60,Moderate
2026-01-21,10010,PM2.5,14.7,58.8,64,Moderate
2026-01-21,10010,PM10,15.67,12.8,16,Good
2026-01-21,10010,Ozone,35.12,14.0,24,Good
2026-01-21,10010,Nitrogen Dioxide,37.82,18.7,31,Good
2026-01-21,10010,Sulphur Dioxide,9.97,5.5,10,Good
2026-01-21,10010,Carbon Monoxide,304.83,3.2,4,Good
2026-01-21,10010,Overall,,58.8,64,Moderate
2026-01-22,10010,PM2.5,9.53,51.0,61,Moderate
2026-01-22,10010,PM10,9.68,9.8,14,Good
2026-01-22,10010,Ozone,47.08,23.1,26,Good
2026-01-22,10010,Nitrogen Dioxide,29.9,14.8,33,Good
2026-01-22,10010,Sulphur Dioxide,7.6,4.1,5,Good
2026-01-22,10010,Carbon Monoxide,235.29,2.0,2,Good
2026-01-22,10010,Overall,,51.0,61,Moderate
2026-01-23,10010,PM2.5,6.69,50.2,52,Moderate
2026-01-23,10010,PM10,7.25,8.8,9,Good
2026-01-23,10010,Ozone,56.46,23.2,32,Good
2026-01-23,10010,Nitrogen Dioxide,22.07,10.9,34,Good
2026-01-23,10010,Sulphur Dioxide,5.46,3.1,5,Good
2026-01-23,10010,Carbon Monoxide,232.08,2.3,3,Good
2026-01-23,10010,Overall,,50.2,52,Moderate
2026-01-24,10010,PM2.5,4.99,30.9,37,Good
2026-01-24,10010,PM10,5.8,5.6,7,Good
2026-01-24,10010,Ozone,60.54,29.0,31,Good
2026-01-24,10010,Nitrogen Dioxide,13.11,6.5,12,Good
2026-01-24,10010,Sulphur Dioxide,2.64,1.4,2,Good
2026-01-24,10010,Carbon Monoxide,207.62,2.0,2,Good
2026-01-24,10010,Overall,,31.8,37,Good
2026-01-25,10010,PM2.5,7.1,34.2,40,Good
2026-01-25,10010,PM10,7.8,6.3,7,Good
2026-01-25,10010,Ozone,47.08,22.5,27,Good
2026-01-25,10010,Nitrogen Dioxide,26.91,13.2,19,Good
2026-01-25,10010,Sulphur Dioxide,3.85,2.1,3,Good
2026-01-25,10010,Carbon Monoxide,257.04,2.5,3,Good
2026-01-25,10010,Overall,,34.2,40,Good
2026-01-26,10010,PM2.5,7.13,38.0,39,Good
2026-01-26,10010,PM10,7.65,6.9,7,Good
2026-01-26,10010,Ozone,53.04,23.5,27,Good
2026-01-26,10010,Nitrogen Dioxide,23.44,11.6,20,Good
2026-01-26,10010,Sulphur Dioxide,3.45,1.8,3,Good
2026-01-26,10010,Carbon Monoxide,272.46,2.5,3,Good
2026-01-26,10010,Overall,,38.0,39,Good
2026-01-27,10010,PM2.5,11.59,43.2,54,Moderate
2026-01-27,10010,PM10,11.84,7.5,10,Good
2026-01-27,10010,Ozone,54.88,27.1,31,Good
2026-01-27,10010,Nitrogen Dioxide,25.43,12.5,22,Good
2026-01-27,10010,Sulphur Dioxide,5.39,2.9,5,Good
2026-01-27,10010,Carbon Monoxide,269.71,2.5,3,Good
2026-01-27,10010,Overall,,43.2,54,Moderate
2026-01-28,10010,PM2.5,16.55,60.5,64,Moderate
2026-01-28,10010,PM10,16.78,13.4,15,Good
2026-01-28,10010,Ozone,44.58,22.4,26,Good
2026-01-28,10010,Nitrogen Dioxide,32.45,16.1,32,Good
2026-01-28,10010,Sulphur Dioxide,4.69,2.5,4,Good
2026-01-28,10010,Carbon Monoxide,334.71,3.4,4,Good
2026-01-28,10010,Overall,,60.5,64,Moderate
2026-01-29,10010,PM2.5,14.78,63.8,65,Moderate
2026-01-29,10010,PM10,14.89,14.9,16,Good
2026-01-29,10010,Ozone,45.62,20.3,28,Good
2026-01-29,10010,Nitrogen Dioxide,31.0,15.2,28,Good
2026-01-29,10010,Sulphur Dioxide,3.49,1.9,3,Good
2026-01-29,10010,Carbon Monoxide,336.62,3.4,4,Good
2026-01-29,10010,Overall,,63.8,65,Moderate
2026-01-30,10010,PM2.5,6.72,53.7,61,Moderate
2026-01-30,10010,PM10,6.82,10.5,14,Good
2026-01-30,10010,Ozone,51.38,22.9,30,Good
2026-01-30,10010,Nitrogen Dioxide,22.84,11.2,21,Good
2026-01-30,10010,Sulphur Dioxide,2.7,1.5,2,Good
